date_time,temperature,humidity,wind_speed,holiday,working_day,weather_condition,rentals
2023-01-13 03:00:00,6.120445662476433,37.96294524258362,8.420496465479228,1,0,Clear,0
2023-01-13 04:00:00,29.678016819789747,64.05245089569348,6.209777353152804,0,1,Clear,620
2023-01-13 05:00:00,15.805719242337886,71.36789814823594,15.497178853379372,0,1,Clear,172
2023-01-13 06:00:00,8.811815379556544,78.03520194654497,0.16517397481262464,1,0,Cloudy,0
2023-01-13 07:00:00,20.667297801644132,42.009014654688606,0.22992097947675982,0,1,Clear,477
2023-01-13 08:00:00,28.099806592958323,40.04895493554419,6.572064273055734,0,0,Clear,566
2023-01-13 09:00:00,11.474630824905296,36.274070420064014,1.1016408750246343,0,0,Cloudy,288
2023-01-13 10:00:00,23.686714274570008,68.1858149726182,3.2407726239207415,0,1,Clear,343
2023-01-13 11:00:00,7.56042394981304,72.38854358921407,10.165819480162547,0,1,Clear,184
2023-01-13 12:00:00,6.550451635058231,31.895168689538522,24.077570387394385,0,0,Cloudy,203
2023-01-13 13:00:00,20.94063894704444,86.17273477462139,17.161459301079024,1,0,Clear,59
2023-01-13 14:00:00,21.219053648303195,33.118277019088346,15.380031778692492,0,1,Cloudy,542
2023-01-13 15:00:00,24.122897044946196,62.47778011806423,8.804664696243648,0,1,Cloudy,543
2023-01-13 16:00:00,26.782740011679845,72.54363116705498,27.952611582984492,0,1,Clear,464
2023-01-13 17:00:00,34.275562383876036,82.25814742476514,11.91045123711575,0,0,Clear,333
2023-01-13 18:00:00,20.48901044903586,72.84521592794567,2.6127830038731448,0,1,Clear,416
2023-01-13 19:00:00,14.68869418823738,78.10368498418751,18.511995483534037,0,1,Clear,193
2023-01-13 20:00:00,28.85558584306111,50.367011552568364,3.415151804298042,0,1,Cloudy,596
2023-01-13 21:00:00,13.124967537862226,78.88950682479073,10.356694284050763,0,1,Cloudy,87
2023-01-13 22:00:00,18.169142621169083,34.80689078308051,15.222358161534267,0,1,Clear,444
2023-01-13 23:00:00,7.353691440267979,83.68899936363165,26.226675740555272,0,1,Cloudy,0
2023-01-14 00:00:00,5.760522302463725,62.85554256922418,14.80639741020356,0,0,Rainy,69
2023-01-14 01:00:00,33.87945244033775,79.03786619774962,21.06776298094993,0,1,Rainy,503
2023-01-14 02:00:00,30.079403615366175,57.13909707109801,29.78450516997211,0,1,Clear,372
2023-01-14 03:00:00,25.87922618281094,68.6146617117915,3.944673596939449,0,0,Clear,332
2023-01-14 04:00:00,17.268588332428095,61.58415965616679,8.241945765585585,0,1,Clear,382
2023-01-14 05:00:00,10.198829602125373,73.89537130531991,11.837282267929393,0,0,Rainy,39
2023-01-14 06:00:00,9.693111280132582,34.897798921835374,12.654845356164941,0,1,Clear,369
2023-01-14 07:00:00,12.50728694493786,33.62112503943383,12.330632257966373,0,1,Clear,400
2023-01-14 08:00:00,21.476799941183614,44.82619404060878,27.228330076696647,0,1,Clear,433
2023-01-14 09:00:00,26.43787768100187,39.5726808067913,21.420979334005693,0,1,Clear,521
2023-01-14 10:00:00,24.80592130153194,82.3070139955321,18.237156422721114,0,1,Clear,245
2023-01-14 11:00:00,13.398016908378285,43.15283924148266,9.281181535883462,0,1,Rainy,301
2023-01-14 12:00:00,33.64595841989582,88.55191534914788,24.71371152663884,0,1,Clear,423
2023-01-14 13:00:00,27.136907500873054,50.21374750626641,28.651815344549668,0,1,Clear,471
2023-01-14 14:00:00,21.63062157534202,40.927074941321955,24.635948476506798,0,0,Clear,339
2023-01-14 15:00:00,23.351622387030567,77.38191042854875,0.046953155744187125,0,1,Clear,342
2023-01-14 16:00:00,17.588001872833697,69.52246653005257,19.09204110550221,0,0,Clear,144
2023-01-14 17:00:00,12.431929685034724,59.89174298718834,1.5340614432630217,0,1,Clear,335
2023-01-14 18:00:00,15.679180359537847,63.321813056257874,7.728216610011655,0,1,Clear,279
2023-01-14 19:00:00,27.735383313931074,73.15210669633584,1.7857410104331506,0,0,Clear,278
2023-01-14 20:00:00,5.431804658892676,43.70728447987793,18.11386358848163,0,1,Clear,246
2023-01-14 21:00:00,8.482179215207488,89.78003496340452,20.597697404778202,0,1,Clear,6
2023-01-14 22:00:00,6.3800792606525825,88.487589728807,3.4346291419771537,1,0,Rainy,0
2023-01-14 23:00:00,6.221864069569104,69.01954118081622,11.515166491349385,0,0,Rainy,94
2023-01-15 00:00:00,30.663817520330216,41.972547055748706,13.68709526866626,1,0,Clear,408
2023-01-15 01:00:00,26.109735781400712,70.81369454587748,11.071590652827497,0,1,Clear,419
2023-01-15 02:00:00,19.225214872619755,34.33190453875055,3.630750014555791,0,1,Rainy,447
2023-01-15 03:00:00,7.935024819530044,31.839150132348365,12.568433705624262,0,1,Clear,311
2023-01-15 04:00:00,19.748476253504972,45.46097331067282,22.535341434252544,1,0,Cloudy,232
2023-01-15 05:00:00,19.20415312341697,57.75737740435898,2.130229935997664,0,0,Rainy,215
2023-01-15 06:00:00,10.196056097300456,82.09635032450284,2.4054004224571033,0,1,Clear,145
2023-01-15 07:00:00,18.015549477139192,73.63014418597848,10.643138755079526,0,1,Clear,275
2023-01-15 08:00:00,16.955142031921202,74.56239127199886,28.25177134856775,0,1,Rainy,199
2023-01-15 09:00:00,23.475502941566493,55.52960006688452,20.05717940168742,0,1,Clear,466
2023-01-15 10:00:00,24.052809526029314,50.75609955281777,20.360098700176945,0,1,Clear,463
2023-01-15 11:00:00,6.359120293161336,52.262325779076164,10.857599725135948,0,1,Clear,275
2023-01-15 12:00:00,16.238378438794136,89.25897382416348,17.809823736256153,0,1,Clear,94
2023-01-15 13:00:00,23.77579747142709,32.406551484748945,0.30393552083230135,0,1,Cloudy,600
2023-01-15 14:00:00,20.09408775740263,82.02188976734692,19.082881392286268,0,1,Cloudy,238
2023-01-15 15:00:00,30.694695235649668,64.72052451434361,27.3986084272871,0,1,Rainy,401
2023-01-15 16:00:00,24.76080894856835,56.31692515137543,18.377204050344574,1,0,Clear,283
2023-01-15 17:00:00,9.88803281244289,73.51545962490819,26.21095780399035,0,1,Clear,218
2023-01-15 18:00:00,7.1170624220128955,59.20013648548217,21.719191663982816,0,1,Clear,145
2023-01-15 19:00:00,24.27257834618947,82.40539428489963,3.6167524921107077,0,1,Clear,366
2023-01-15 20:00:00,5.795339316248654,84.04211184067552,27.07359921857525,0,1,Clear,0
2023-01-15 21:00:00,22.5732674382039,55.30325561240733,1.9933153306732465,0,1,Rainy,420
2023-01-15 22:00:00,33.20690724274873,46.60966783410309,16.019024176432914,0,1,Cloudy,526
2023-01-15 23:00:00,22.26422533627637,65.54101971560173,4.26411371380373,0,0,Clear,258
2023-01-16 00:00:00,16.645097786195656,84.74180073700145,0.35119832192712197,0,0,Cloudy,55
2023-01-16 01:00:00,24.298646553270594,42.63973134033999,12.661027803829171,0,1,Clear,599
2023-01-16 02:00:00,18.7475867147455,67.37799501380897,8.851221229624688,0,1,Clear,312
2023-01-16 03:00:00,21.36850367947805,67.89361320555123,14.580014813928091,0,1,Cloudy,320
2023-01-16 04:00:00,33.24394426329575,73.98678134491686,17.315996602036524,1,0,Clear,321
2023-01-16 05:00:00,16.583079134023226,37.894061107635586,1.3121721692684207,0,1,Rainy,399
2023-01-16 06:00:00,33.83571691471742,72.9494978809253,3.690098853712369,0,0,Cloudy,393
2023-01-16 07:00:00,32.160519258681916,84.54195123993846,16.75927189351276,0,1,Clear,413
2023-01-16 08:00:00,10.873734043678894,40.78098653221452,10.295020595179746,0,0,Cloudy,280
2023-01-16 09:00:00,7.080839026254964,44.25259949543266,21.87520462648344,0,0,Clear,144
2023-01-16 10:00:00,8.0233400413228,88.28370564249838,19.56874945775819,0,1,Clear,33
2023-01-16 11:00:00,5.546654769546492,40.85861716256939,25.368130889697206,0,1,Clear,207
2023-01-16 12:00:00,7.833288822677852,81.26310560217475,20.77478480007676,0,0,Clear,0
2023-01-16 13:00:00,25.490203202490704,59.53667138688209,12.897932321704443,0,1,Cloudy,456
2023-01-16 14:00:00,7.13565945380687,44.833864464190626,20.188998671832973,0,1,Clear,171
2023-01-16 15:00:00,14.56926890881284,82.24499407635068,8.261435227662556,0,1,Cloudy,185
2023-01-16 16:00:00,30.346259329083637,56.71831530015993,9.18940496334638,0,1,Clear,490
2023-01-16 17:00:00,5.698158072074776,60.88904123578141,23.6695547976238,0,1,Clear,114
2023-01-16 18:00:00,29.434054477668074,51.55400216398594,13.392585492047465,0,0,Cloudy,420
2023-01-16 19:00:00,13.455643243201997,65.57705108609565,23.951410215550574,0,1,Clear,329
2023-01-16 20:00:00,8.544944828649687,39.81143235510137,24.672671210048353,0,0,Clear,153
2023-01-16 21:00:00,25.902114960924518,53.46489219910564,25.726870129838513,0,0,Clear,274
2023-01-16 22:00:00,23.86828540339652,88.16473934011725,27.49905707523622,0,1,Clear,228
2023-01-16 23:00:00,31.32416040581159,45.48800596206765,12.929556615398887,0,1,Clear,630
2023-01-17 00:00:00,27.052131314116572,69.40419987247753,9.566004549634165,0,1,Cloudy,514
2023-01-17 01:00:00,29.104427911545457,49.511403853481696,17.465962397823414,1,0,Clear,307
2023-01-17 02:00:00,13.461037177139195,76.40838754119603,11.135172703128827,0,1,Clear,107
2023-01-17 03:00:00,10.323186313391684,37.85241964310099,18.03222500400699,0,0,Rainy,252
2023-01-17 04:00:00,27.51844254922575,88.18926270471269,21.16757587931474,0,0,Clear,139
2023-01-17 05:00:00,29.20504217801792,57.22737248301836,20.652150554764106,0,0,Cloudy,368
2023-01-17 06:00:00,34.7151542600202,44.16302780078784,11.236586610603641,0,0,Clear,553
2023-01-17 07:00:00,17.378530307342793,34.409804839800756,5.005806050962585,1,0,Clear,270
2023-01-17 08:00:00,16.160542573783495,40.18547430525244,12.915880153866226,1,0,Cloudy,237
2023-01-17 09:00:00,28.292388822259905,61.18643691336106,4.277824322457262,0,0,Clear,371
2023-01-17 10:00:00,15.224106207590536,50.22019058587718,26.70291105551425,1,0,Cloudy,83
2023-01-17 11:00:00,32.922719768106944,79.73300195295657,10.376323822135722,1,0,Clear,263
2023-01-17 12:00:00,30.752382555290353,55.85325141970836,4.6337924166997135,0,1,Clear,576
2023-01-17 13:00:00,17.86982082125055,44.92285635525779,0.7634327971725263,0,0,Clear,346
2023-01-17 14:00:00,27.526132033744922,67.0286991962418,19.374671588594527,0,0,Clear,341
2023-01-17 15:00:00,27.63628622254047,72.40663301312675,19.1070695236423,0,0,Cloudy,337
2023-01-17 16:00:00,8.093716065077977,40.02251447405699,10.21812499743875,0,0,Clear,210
2023-01-17 17:00:00,32.076587200387,40.05715297729906,2.15135666542953,0,1,Rainy,697
2023-01-17 18:00:00,20.157571173435713,32.20028561601258,12.28886684685696,1,0,Rainy,225
2023-01-17 19:00:00,29.793723983232248,74.18412090393844,9.336524851901807,0,1,Clear,450
2023-01-17 20:00:00,14.601488030918352,69.8282716573083,20.313619192050282,0,1,Clear,233
2023-01-17 21:00:00,31.865696854886014,58.477852544988835,18.173377483580712,0,1,Cloudy,568
2023-01-17 22:00:00,16.676050362024892,80.65022693815183,10.9378118459262,1,0,Rainy,0
2023-01-17 23:00:00,5.32512954440895,78.34020917700319,6.536776627649703,1,0,Clear,0
2023-01-18 00:00:00,32.16145929257791,65.12126186380513,29.641078984667757,0,1,Clear,439
2023-01-18 01:00:00,7.738600303584007,82.09627683079552,13.620048635883446,0,1,Clear,92
2023-01-18 02:00:00,14.579409127712445,42.350472602206096,20.64822707340711,0,0,Cloudy,297
2023-01-18 03:00:00,33.50185901152415,36.71517716386367,4.216589027350823,0,0,Clear,586
2023-01-18 04:00:00,33.51821440812668,46.18497669101938,14.567690989781934,0,1,Cloudy,674
2023-01-18 05:00:00,22.203136643698585,33.42521136535889,0.8261015960839646,0,1,Clear,570
2023-01-18 06:00:00,23.95511636509398,61.87017168006192,15.163653537313499,0,1,Clear,398
2023-01-18 07:00:00,18.453365659349593,86.19634153769769,28.920522213531072,0,1,Clear,148
2023-01-18 08:00:00,13.796323150941936,32.36061244011058,11.526201389574007,0,1,Clear,448
2023-01-18 09:00:00,14.859936361097478,37.32659484060161,1.1698803772473476,0,0,Clear,349
2023-01-18 10:00:00,25.175553682311154,57.13194169700612,0.9286737275803059,0,1,Clear,603
2023-01-18 11:00:00,27.5712358831304,86.0325010516743,11.639602798406084,0,0,Clear,206
2023-01-18 12:00:00,28.747371311775456,48.96936629860503,4.800748093895821,0,0,Clear,498
2023-01-18 13:00:00,28.688544283836617,60.43408852130354,0.7005628898455774,0,1,Clear,500
2023-01-18 14:00:00,7.7361830914607115,32.494371543023526,22.686408418505305,0,1,Rainy,242
2023-01-18 15:00:00,19.832609141077445,38.90059205772533,13.755690266456721,0,1,Clear,461
2023-01-18 16:00:00,6.726762800499328,89.19780737753081,8.677343159179635,0,1,Clear,36
2023-01-18 17:00:00,21.485866469712064,87.90712178616273,27.00249549049442,0,1,Clear,348
2023-01-18 18:00:00,18.24591504120131,30.296398856064577,3.4841688060157683,0,1,Rainy,503
2023-01-18 19:00:00,31.631125482748992,87.10870712539433,28.677564868659577,0,0,Clear,196
2023-01-18 20:00:00,15.52745037656236,68.34719626893002,9.419001521320585,1,0,Cloudy,77
2023-01-18 21:00:00,8.512010492828177,82.07509767120132,26.652110169260435,0,1,Cloudy,0
2023-01-18 22:00:00,9.289750461585076,57.28439133803155,18.088286294383845,0,1,Cloudy,194
2023-01-18 23:00:00,27.845318951524167,60.93576171475502,24.801220792244624,1,0,Clear,239
2023-01-19 00:00:00,23.54654189948783,59.33079481541521,29.520394896313928,0,1,Cloudy,408
2023-01-19 01:00:00,8.033680283683708,70.01185545276626,8.652163134562372,0,1,Clear,193
2023-01-19 02:00:00,7.5232041834499235,38.379075285378775,28.834064562227788,0,0,Clear,109
2023-01-19 03:00:00,26.0290739437736,31.798415392360678,11.68445684707261,0,1,Cloudy,589
2023-01-19 04:00:00,7.182890190925805,48.47579649547146,11.56535714210767,0,1,Clear,192
2023-01-19 05:00:00,29.655801778710686,72.2808457641988,10.211613127635172,0,1,Cloudy,396
2023-01-19 06:00:00,26.187266814694887,42.1112071273769,16.242228220427556,1,0,Clear,349
2023-01-19 07:00:00,7.440463419256993,70.40594599949503,4.624351295354613,1,0,Cloudy,0
2023-01-19 08:00:00,7.545131422555757,88.19472276643623,16.611344560740335,0,1,Clear,2
2023-01-19 09:00:00,34.59918735503526,35.6340429473651,16.25114437230012,0,1,Clear,642
2023-01-19 10:00:00,16.22812387268361,70.35612709350758,22.8570543781461,0,1,Clear,251
2023-01-19 11:00:00,16.11926441200673,56.62501315827427,25.009498858127568,1,0,Rainy,174
2023-01-19 12:00:00,29.383987017725076,82.08853526265032,13.21324050937272,1,0,Clear,126
2023-01-19 13:00:00,33.41745732151576,40.628987366843155,9.069997480544812,0,1,Clear,578
2023-01-19 14:00:00,34.580031914686124,71.55755713356987,7.780046919512834,0,0,Clear,431
2023-01-19 15:00:00,27.601345557768248,80.28691737888661,5.838715101146158,0,1,Cloudy,396
2023-01-19 16:00:00,16.287787565927474,86.6768531684414,1.7294274659707465,0,1,Clear,217
2023-01-19 17:00:00,7.505021500960063,70.99488169737874,10.2734393650414,0,1,Clear,104
2023-01-19 18:00:00,28.314407477823103,59.83048584050564,8.107430763923498,0,1,Clear,491
2023-01-19 19:00:00,21.752127492074152,67.07083441207283,28.99252157599222,0,1,Clear,322
2023-01-19 20:00:00,17.726660277409287,82.1342990687231,16.731264787501317,0,1,Clear,257
2023-01-19 21:00:00,32.19063155284208,64.23658479832979,10.418311170915226,0,1,Clear,433
2023-01-19 22:00:00,8.33592446918454,31.82322358181021,17.41402802981088,1,0,Cloudy,95
2023-01-19 23:00:00,19.778753128725775,85.85692173041866,4.175901040370865,0,0,Clear,166
2023-01-20 00:00:00,5.340609343022572,71.37160506189367,13.321312476066087,0,1,Clear,37
2023-01-20 01:00:00,19.059819259823787,70.59080314663478,18.787029642631914,0,0,Clear,263
2023-01-20 02:00:00,6.689098270455121,42.94050914386303,14.666934953773541,0,1,Rainy,210
2023-01-20 03:00:00,8.564537488042157,69.53312821395943,12.053364019629727,0,1,Rainy,143
2023-01-20 04:00:00,8.525787403313146,53.63186433924951,29.815451666990946,0,1,Cloudy,198
2023-01-20 05:00:00,24.476309063481906,69.07397862248952,26.40944286446781,0,1,Clear,313
2023-01-20 06:00:00,27.3813463779627,36.39558181847944,18.702178744783204,0,1,Clear,480
2023-01-20 07:00:00,22.50106295291479,69.47071827618217,17.081320835468482,0,0,Clear,217
2023-01-20 08:00:00,33.865176454236256,89.96482354624,18.61981439473752,0,1,Clear,454
2023-01-20 09:00:00,16.246117385711123,32.892722331633365,6.039363234672997,0,1,Clear,444
2023-01-20 10:00:00,13.571362588455822,88.63045105327903,11.854132297929558,0,0,Cloudy,0
2023-01-20 11:00:00,31.057973845683808,54.41447764337224,1.1837859867269795,0,0,Cloudy,537
2023-01-20 12:00:00,11.70787515558358,82.24520702023555,14.2663811246048,0,1,Cloudy,105
2023-01-20 13:00:00,33.89667618321834,76.94312904349641,16.290737518729895,0,1,Clear,449
2023-01-20 14:00:00,5.364634240694491,64.02097565920006,6.832492083096287,0,1,Cloudy,147
2023-01-20 15:00:00,34.09636480122917,74.30695255507959,28.920865414965412,0,1,Clear,492
2023-01-20 16:00:00,6.294797358517283,82.71093367808088,27.28363832811726,0,1,Clear,118
2023-01-20 17:00:00,31.734293410942133,54.24841929906198,21.664297063677175,0,1,Cloudy,581
2023-01-20 18:00:00,20.831033272588996,49.62198969379432,16.001598862960876,0,1,Clear,474
2023-01-20 19:00:00,34.78894388357901,70.05560313381508,26.09907478943055,0,1,Clear,468
2023-01-20 20:00:00,7.213896942061966,78.47075651647552,3.919570314703887,1,0,Clear,0
2023-01-20 21:00:00,21.615628532039622,75.73710808659695,23.71529382824655,0,1,Cloudy,278
2023-01-20 22:00:00,34.07907606857297,77.86881893151806,3.744624419005449,0,1,Cloudy,516
2023-01-20 23:00:00,20.692935325104465,56.13499888877598,23.826319876482163,0,1,Clear,304
2023-01-21 00:00:00,23.881959144057877,79.0700529705013,8.273027047540708,0,0,Cloudy,229
2023-01-21 01:00:00,25.872460669538516,37.212543322236506,26.312717430545668,0,1,Clear,543
2023-01-21 02:00:00,18.636231943033195,62.669345877650976,28.321262814761933,0,1,Clear,299
2023-01-21 03:00:00,23.8267424025219,30.345519629887296,4.463879082153469,1,0,Cloudy,417
2023-01-21 04:00:00,22.529429357693008,49.47514979401622,13.880268151961806,0,1,Cloudy,463
2023-01-21 05:00:00,32.03474031472967,51.98769209228387,29.42962134488055,0,1,Rainy,507
2023-01-21 06:00:00,6.363391410243736,53.770361496555324,14.502223079194398,0,0,Clear,57
2023-01-21 07:00:00,13.428895687766909,71.72803240139173,25.906425675436353,0,1,Cloudy,105
2023-01-21 08:00:00,33.512344522296765,53.31348607622074,17.661945663939594,0,1,Cloudy,672
2023-01-21 09:00:00,31.70791351672749,56.92161735735184,11.259897237588056,0,1,Rainy,558
2023-01-21 10:00:00,18.66970258357139,44.252647852459646,8.573506665776106,0,1,Clear,422
2023-01-21 11:00:00,23.603977934046103,52.39510749776041,6.096692732582618,0,1,Cloudy,427
2023-01-21 12:00:00,13.32143548943398,43.63617763578909,22.853945741330918,1,0,Clear,260
2023-01-21 13:00:00,10.64363479171284,34.39175542610662,11.596215204690836,1,0,Clear,99
2023-01-21 14:00:00,18.910952148199463,66.20691560288267,15.338263866022535,0,1,Clear,285
2023-01-21 15:00:00,15.600566840781585,70.09276791330097,14.769764400035458,0,1,Clear,260
2023-01-21 16:00:00,22.509683355526164,67.16942076057687,17.31837087699394,1,0,Clear,180
2023-01-21 17:00:00,7.332039108949545,57.80964262803434,25.967314368736567,1,0,Cloudy,0
2023-01-21 18:00:00,34.23184422998499,52.78714681075379,29.42218030750288,0,1,Clear,652
2023-01-21 19:00:00,34.586322334388086,81.80001897430951,12.227526257214508,0,1,Cloudy,498
2023-01-21 20:00:00,25.944851420592354,61.144907108173086,24.82556766318909,0,1,Clear,356
2023-01-21 21:00:00,21.082890990323612,58.75091265778386,22.93583383964153,0,1,Clear,341
2023-01-21 22:00:00,14.285828488589832,31.538523948386143,17.205868543667197,1,0,Clear,220
2023-01-21 23:00:00,29.413850591208462,50.47486965756938,28.681414308357994,0,0,Clear,506
2023-01-22 00:00:00,25.541935176616377,52.811737127151424,6.014235465852083,1,0,Clear,231
2023-01-22 01:00:00,9.878508180346738,53.92936685381403,3.2779263092886426,0,1,Clear,329
2023-01-22 02:00:00,32.32781553481527,64.81034215363994,25.618859008662664,1,0,Clear,293
2023-01-22 03:00:00,29.67611728769507,62.016152803612705,13.174494499012448,0,0,Clear,437
2023-01-22 04:00:00,33.49399739875772,66.47430556760668,25.409065626211813,0,1,Clear,489
2023-01-22 05:00:00,26.771585251650798,75.89299569252769,26.792706155862447,0,1,Clear,300
2023-01-22 06:00:00,23.402455878073695,78.7791443229656,1.8737278085721432,0,0,Clear,289
2023-01-22 07:00:00,17.547291088718566,73.08738457358966,26.503942889581822,0,1,Rainy,251
2023-01-22 08:00:00,32.9818545006204,87.33142175729608,13.449571661082665,1,0,Cloudy,266
2023-01-22 09:00:00,30.98191668501225,31.093954960581698,15.312974670126966,0,1,Cloudy,663
2023-01-22 10:00:00,6.356560103185682,41.74667914101276,18.797775332796306,1,0,Clear,0
2023-01-22 11:00:00,5.79100923491756,30.453772498688526,27.791478201902603,1,0,Cloudy,0
2023-01-22 12:00:00,16.29390100634149,68.84848284927618,0.5734828328929209,0,1,Cloudy,339
2023-01-22 13:00:00,29.316599923454987,83.88183293699922,14.305304049534513,0,1,Cloudy,399
2023-01-22 14:00:00,34.618283879448335,44.608937794577955,20.63166127291682,0,0,Clear,486
2023-01-22 15:00:00,9.512506733105845,85.6220726877784,21.681208730946853,0,0,Cloudy,0
2023-01-22 16:00:00,22.823921460564055,33.61604341737365,20.77597294611324,0,1,Cloudy,489
2023-01-22 17:00:00,16.426725698930646,86.06616160833086,4.033053882243656,0,1,Clear,130
2023-01-22 18:00:00,34.0974319344381,51.09736123437806,8.981867651150438,0,1,Cloudy,588
2023-01-22 19:00:00,30.26356769407126,36.08524970695299,10.761465762510404,0,1,Clear,585
2023-01-22 20:00:00,30.149861141334135,59.15230555117954,24.13311623038515,0,1,Clear,463
2023-01-22 21:00:00,19.06079479384911,45.40659406323048,8.36279617243659,0,1,Clear,397
2023-01-22 22:00:00,17.444585070129957,47.09237411771537,6.321148916016095,1,0,Cloudy,126
2023-01-22 23:00:00,13.202212157921187,48.43739789557719,28.723440571142884,0,1,Clear,371
2023-01-23 00:00:00,6.6912648995278134,78.1815538699598,0.265898553404067,1,0,Clear,0
2023-01-23 01:00:00,30.941671287651598,62.34967660051527,29.934625670459347,0,0,Clear,324
2023-01-23 02:00:00,29.387030273902326,48.67846194936022,20.304638965721868,0,1,Clear,550
2023-01-23 03:00:00,34.991530198583916,66.6200269986551,24.854078983473514,0,0,Clear,438
2023-01-23 04:00:00,34.899105112217164,72.96904045339161,8.838581890385795,0,1,Cloudy,592
2023-01-23 05:00:00,21.662951168078823,46.35744004401202,0.42945833001179934,0,1,Cloudy,451
2023-01-23 06:00:00,28.069622455415313,54.81294609152109,22.136085556845902,0,1,Clear,535
2023-01-23 07:00:00,33.34297189647284,37.313165600216855,25.02433791002027,0,1,Clear,611
2023-01-23 08:00:00,30.489421720322344,40.86896097208082,22.214283958605574,0,1,Clear,520
2023-01-23 09:00:00,12.42044305229593,70.86707123789897,4.285508619025158,0,1,Cloudy,255
2023-01-23 10:00:00,18.516324059302807,40.88630086173762,22.60283766770907,0,0,Clear,370
2023-01-23 11:00:00,8.87478245454485,61.50980302002361,23.06768346322923,0,0,Clear,186
2023-01-23 12:00:00,33.62153081776167,72.54277570334597,19.756215470101647,0,0,Clear,322
2023-01-23 13:00:00,23.1852390335264,36.41261538568463,22.983477983867587,0,1,Cloudy,532
2023-01-23 14:00:00,11.859284165103881,64.03873317773422,25.377643190331966,0,1,Cloudy,161
2023-01-23 15:00:00,25.151020532175703,45.393767022081825,18.40812342712375,0,1,Cloudy,534
2023-01-23 16:00:00,23.543847213736875,87.77561251425479,2.658141419090372,1,0,Cloudy,33
2023-01-23 17:00:00,15.744881540985215,59.01273880319548,14.628834290016325,0,1,Clear,234
2023-01-23 18:00:00,8.40672776598887,78.35955298650948,2.3294800401481517,0,0,Clear,0
2023-01-23 19:00:00,25.14719586778399,63.01359252937571,12.226290930972926,0,1,Clear,429
2023-01-23 20:00:00,20.6092310271138,32.60475197128915,12.213194673768829,0,1,Clear,477
2023-01-23 21:00:00,28.16955175206918,67.98908253564134,1.9802953242072474,0,1,Clear,510
2023-01-23 22:00:00,20.604905033359803,87.08420053239942,10.46461601908438,0,1,Clear,294
2023-01-23 23:00:00,30.565445009556203,66.09670920877987,3.329942963739445,0,0,Clear,448
2023-01-24 00:00:00,21.557205163234567,79.1513315656074,24.247056300276665,0,0,Rainy,236
2023-01-24 01:00:00,21.828139146061588,83.05238780090447,28.430640778934123,0,1,Cloudy,248
2023-01-24 02:00:00,31.29960807975035,43.68478631693595,2.169494257738158,0,1,Cloudy,584
2023-01-24 03:00:00,17.104485986371913,42.7226903944936,28.653456218751042,0,1,Cloudy,425
2023-01-24 04:00:00,9.020456853519223,66.6588593310595,15.677297980102354,0,1,Clear,125
2023-01-24 05:00:00,5.863480289400169,54.66170818840228,8.986970338616217,0,1,Cloudy,233
2023-01-24 06:00:00,27.65411767020857,80.39167817200322,2.3058622582849053,0,1,Clear,485
2023-01-24 07:00:00,23.60928654060394,84.00138740388067,15.018728042112535,0,1,Cloudy,312
2023-01-24 08:00:00,26.122393042976707,51.20528275816309,23.83546633472246,0,1,Clear,389
2023-01-24 09:00:00,11.388924845267322,44.21223353846892,21.212594318000946,0,1,Rainy,240
2023-01-24 10:00:00,9.091144267603093,76.83153091463171,1.506780343919213,0,1,Clear,214
2023-01-24 11:00:00,5.436339970036458,46.48836213288816,2.187055061037105,0,0,Clear,134
2023-01-24 12:00:00,15.51762676419791,79.35685911082071,12.086198478979114,0,1,Rainy,204
2023-01-24 13:00:00,22.697530605638992,55.42429521892577,8.858714821438298,0,1,Clear,475
2023-01-24 14:00:00,16.76732135299197,70.05299395748823,6.971529691681435,0,1,Cloudy,315
2023-01-24 15:00:00,18.124247660711873,35.73211883008009,8.430134967261408,0,1,Cloudy,482
2023-01-24 16:00:00,32.124760834812456,67.43155948059439,24.10448229890654,0,0,Cloudy,362
2023-01-24 17:00:00,15.447664010699011,57.10606072423375,27.876841608955615,1,0,Rainy,47
2023-01-24 18:00:00,20.419684674794325,65.19650779052844,12.153080835826993,0,1,Rainy,387
2023-01-24 19:00:00,28.509590382234293,40.0808524646918,27.18333006397491,0,1,Clear,573
2023-01-24 20:00:00,16.896283469638107,74.21242469665093,9.64487103743646,0,1,Cloudy,241
2023-01-24 21:00:00,23.662601006836205,81.76782465259372,14.293109590313748,1,0,Cloudy,157
2023-01-24 22:00:00,30.870911262402355,43.004388005446536,6.780869934479991,1,0,Cloudy,421
2023-01-24 23:00:00,33.485618709729266,35.7428733312097,19.214281265275318,0,1,Clear,623
2023-01-25 00:00:00,9.412204427871139,31.418315162780182,29.369433455244266,0,1,Cloudy,258
2023-01-25 01:00:00,32.79762875484483,68.51829002659596,18.10479288130136,0,1,Rainy,446
2023-01-25 02:00:00,19.763488792386145,66.42564216532685,10.734422523406465,0,1,Rainy,319
2023-01-25 03:00:00,12.74733164896875,62.8018447628442,19.434523379715852,0,1,Clear,281
2023-01-25 04:00:00,18.77407268714784,43.916825766958524,3.687620353961627,0,1,Clear,411
2023-01-25 05:00:00,34.40097725856431,53.45435975433088,26.65977240796196,0,1,Clear,578
2023-01-25 06:00:00,19.77854281978609,65.66858011117039,15.092518523395091,0,1,Cloudy,290
